2	13	12.275	12.6841	0.0508
5	10	14.4078	11.6902	0.0948
5	10	15.0846	14.268	0.0896
1	11	13.3402	11.2456	0.0285
3	10	14.8306	14.1382	0.0821
5	13	14.584	12.6099	0.0914
3	12	14.5965	11.0356	0.092
6	11	15.9012	11.8931	0.0817
5	9	14.6729	13.3417	0.0026
2	11	18.1966	9.5017	0.0318
2	9	16.2933	11.8896	0.0288
7	11	13.7183	13.3394	0.0062
2	14	15.3069	13.4434	0.0979
1	14	12.5596	9.7666	0.0796
4	9	16.6359	12.3044	0.0785
1	11	14.2726	11.7827	0.0629
7	13	13.6552	12.9273	0.0709
1	9	12.7184	12.081	0.0641
2	10	15.8942	10.4634	0.0093
4	10	14.0611	11.8646	0.0532
1	11	12.3398	13.3324	0.0859
1	12	16.4625	9.5191	0.0061
3	13	12.3678	9.5135	0.0729
4	10	16.0802	10.9605	0.0315
5	13	17.0213	10.4812	0.0578
5	12	15.797	14.0388	0.0484
2	9	13.3518	10.7914	0.0478
4	11	17.5746	11.1943	0.0958
3	13	15.8613	13.8345	0.0885
5	9	16.0246	11.694	0.0303
2	14	17.4404	13.1925	0.0476
5	10	13.1646	11.9633	0.029
4	14	15.8533	12.5416	0.0022
1	13	15.0056	12.3529	0.0182
3	11	16.244	13.2454	0.0842
2	13	15.7832	12.0959	0.0651
3	14	15.3446	11.4655	0.0079
1	12	15.6874	12.1306	0.0525
6	10	14.7461	11.5805	0.0942
2	9	14.7444	13.2225	0.087
7	12	18.8921	11.7666	0.0345
6	9	16.2936	9.3374	0.0386
5	14	14.4159	9.9176	0.0953
2	11	16.596	13.197	0.0766
4	14	18.4864	11.0557	0.0022
1	13	17.7593	13.7931	0.0841
7	14	16.3799	9.5301	0.0363
7	9	13.9669	12.8266	0.0845
4	13	15.0903	10.5078	0.0237
6	11	16.3346	11.3148	0.0588
1	11	15.0122	13.2559	0.082
3	12	12.6277	13.5712	0.0433
1	13	12.622	11.9856	0.0841
1	13	15.5664	10.9727	0.0209
1	12	14.304	13.5046	0.0151
7	9	17.2125	13.219	0.0506
5	9	16.5454	11.384	0.0536
5	11	13.049	11.1758	0.0398
4	12	15.9282	11.0139	0.0617
1	9	14.7938	13.5258	0.0036
5	14	14.2125	13.3583	0.087
3	11	14.4705	11.2907	0.0438
5	11	14.5833	10.3403	0.0126
2	14	14.2631	12.0587	0.025
1	14	16.8293	12.0567	0.0389
1	10	13.5965	10.3698	0.0646
7	12	14.0198	10.8845	0.0791
3	11	12.5407	14.2398	0.0988
6	13	15.507	13.0826	0.0061
4	11	15.2369	11.5677	0.0552
2	12	16.2172	10.5751	0.0648
4	11	15.6116	9.0189	0.0893
4	9	14.4722	11.6725	0.0249
7	14	12.8412	11.5721	0.0499
4	14	15.1579	11.3376	0.0981
3	14	15.1438	11.6292	0.0115
4	14	15.1094	9.6741	0.0266
2	11	14.7828	12.2149	0.0614
4	13	14.7322	12.7497	0.0147
4	9	15.3496	12.6695	0.0622
5	14	11.0032	13.7889	0.0605
4	14	13.654	9.1322	0.0075
3	9	15.9115	10.8311	0.0363
6	9	14.3584	11.6386	0.0668
7	14	12.4611	11.2741	0.0844
1	11	13.8183	10.4984	0.0418
2	10	18.0184	9.5352	0.0226
3	13	14.0863	12.4891	0.0165
1	9	12.8796	11.3699	0.0652
2	9	15.1144	11.6909	0.0837
5	13	15.5901	11.0904	0.0814
4	12	17.2346	10.202	0.0894
3	9	15.3011	10.4314	0.0496
3	10	13.9277	10.3174	0.025
2	11	16.4234	11.8646	0.0942
3	10	14.1318	9.3627	0.0244
3	14	14.6508	13.4103	0.0744
3	11	13.6537	12.3185	0.0842
5	9	13.8309	10.425	0.0864
3	14	14.5785	9.8293	0.0062
1	13	15.4265	12.0341	0.0692
6	13	14.3118	11.7905	0.0616
3	11	13.3902	12.0383	0.0135
4	14	15.3623	13.8471	0.062
7	14	17.7353	11.9644	0.0496
6	13	15.1537	12.7612	0.0255
2	10	16.8997	12.253	0.0058
6	10	16.9394	10.3188	0.0687
7	10	16.1514	12.4201	0.087
5	13	15.26	14.1893	0.0428
5	9	14.6222	11.8133	0.0177
3	10	15.1248	12.2274	0.0224
1	9	14.6592	12.697	0.077
5	9	14.983	13.9156	0.0949
5	11	16.7686	11.9519	0.0966
7	11	15.2112	12.566	0.0177
3	12	18.0307	11.5453	0.0277
5	9	16.7163	11.3234	0.0344
7	13	17.715	10.1711	0.0559
7	10	18.6005	11.0416	0.0684
4	12	19.4209	12.3906	0.0791
4	9	15.5428	11.2303	0.0965
4	13	17.6174	12.2873	0.0531
2	11	15.3609	11.4224	0.0742
7	14	18.3759	9.2151	0.0108
5	13	16.0334	13.4072	0.0174
6	9	15.7251	11.0467	0.0171
3	9	16.9111	10.67	0.0364
5	13	14.8671	12.4796	0.0515
6	14	13.1389	12.8377	0.007
2	9	13.1447	10.6844	0.0931
3	14	14.8899	13.3436	0.0291
5	9	13.2695	11.5026	0.0677
5	14	14.8229	11.9411	0.0394
2	12	14.922	14.0312	0.0865
7	13	13.8473	10.3532	0.052
7	11	16.1505	10.8328	0.0108
3	14	14.335	12.4287	0.0858
3	11	15.0593	12.2221	0.0219
4	12	14.7335	14.7839	0.0573
4	11	13.572	14.005	0.0148
6	10	13.3976	13.1223	0.0117
1	9	16.9428	12.8518	0.0441
4	10	12.6838	13.0762	0.047
4	9	18.3461	13.8624	0.035
6	13	14.0083	13.6368	0.0114
2	10	16.386	11.2879	0.0302
7	11	15.5825	12.7176	0.078
3	14	16.4523	13.4077	0.088
6	9	16.2879	11.2194	0.0801
6	9	14.6896	9.9219	0.0145
4	9	14.3467	9.7782	0.0512
2	10	14.5424	12.6392	0.0827
1	11	14.6024	10.6261	0.0958
5	10	15.4641	11.7824	0.0065
2	9	16.1994	10.0482	0.0821
3	10	14.7686	11.3181	0.0781
7	13	18.3372	13.3387	0.0999
5	9	13.5157	10.0567	0.0932
2	11	14.7805	11.9414	0.021
4	9	14.374	11.2087	0.0846
4	14	16.7785	12.2952	0.0433
4	11	16.7303	13.1801	0.01
3	12	15.4114	12.3376	0.0239
7	9	14.0791	12.3605	0.0767
4	11	15.3152	14.4176	0.0577
4	12	14.5342	11.9933	0.0062
3	14	13.7187	12.1761	0.0936
2	13	14.8785	11.1986	0.0754
6	14	14.7746	10.9486	0.0556
5	14	14.839	13.457	0.0908
7	12	16.8761	14.5839	0.0741
4	14	15.7417	11.0587	0.0424
4	11	14.8813	9.9707	0.0186
3	13	15.8246	11.6855	0.0093
5	9	14.8216	12.7488	0.017
1	9	12.3438	11.4736	0.0134
2	9	16.673	11.7379	0.0228
3	12	17.4968	12.704	0.0732
5	11	15.4631	12.9695	0.0944
5	14	15.1594	11.0182	0.0438
3	14	13.4106	10.9501	0.0914
6	10	14.9109	9.8818	0.0558
5	11	16.7658	12.0677	0.0581
3	11	15.3164	12.9002	0.0208
1	11	14.7872	11.1259	0.0543
3	14	19.4629	12.3577	0.0702
3	12	16.2413	12.3427	0.0829
1	11	16.795	10.0955	0.0819
5	10	17.0015	13.3464	0.0548
6	9	17.1255	12.5311	0.047
1	13	14.4393	12.9548	0.0745
2	14	14.3763	12.0375	0.0141
7	11	13.6139	13.0285	0.0651
7	9	16.423	12.4557	0.0761
7	14	16.3239	11.6935	0.0601
2	13	18.0024	9.155	0.0608
7	9	16.4585	13.0828	0.0555
5	10	17.9908	12.8866	0.0424
3	10	16.434	12.3948	0.0107
6	11	16.5424	12.3231	0.0797
4	11	15.22	11.6847	0.0455
2	11	15.1054	9.6319	0.037
6	12	17.0381	12.889	0.0702
4	9	12.913	13.3351	0.0779
5	9	15.5726	14.5333	0.0975
5	13	17.455	10.7965	0.0603
7	9	16.2485	11.5164	0.0521
3	14	13.0686	10.6411	0.0261
1	14	14.2625	12.4207	0.0228
2	10	18.1793	12.3875	0.0977
6	9	13.0141	10.6871	0.0407
1	12	16.4598	9.5654	0.0088
3	13	15.7072	11.8959	0.0962
1	11	16.244	11.3022	0.0615
5	12	15.5333	11.9252	0.0789
2	13	12.6147	10.3981	0.0588
6	13	13.8947	11.4666	0.043
7	10	12.3529	10.9465	0.0992
6	13	17.5843	10.2335	0.035
1	9	16.6077	12.5499	0.082
2	14	17.035	12.0472	0.0074
5	14	16.3334	14.3078	0.048
5	10	19.5959	12.5654	0.051
3	14	13.0766	11.3939	0.0597
7	12	15.4836	11.7727	0.071
1	14	16.816	10.9644	0.075
6	13	16.9809	14.4195	0.031
4	11	14.5687	14.5717	0.0076
6	10	18.0491	12.8809	0.0059
1	9	12.9723	11.0909	0.0197
6	11	15.2171	11.6622	0.0745
4	13	18.1794	11.6654	0.0696
3	12	16.6692	9.3291	0.0784
6	11	15.6459	10.4526	0.0065
6	11	14.3085	12.1379	0.0468
6	10	12.2487	12.0523	0.0201
6	11	12.3494	12.6966	0.0743
4	11	15.1243	11.0776	0.0716
1	10	14.3663	9.7668	0.0474
3	10	15.5839	11.9291	0.0904
6	12	19.0864	13.7556	0.0896
3	10	15.7875	12.5046	0.0763
2	13	14.6119	11.3415	0.0797
1	14	14.0501	12.2322	0.0808
6	9	9.6041	9.824	0.0807
5	9	15.1983	13.7393	0.0145
5	14	18.4279	12.3918	0.0565
6	10	12.7059	12.1692	0.0038
2	10	13.4784	10.8458	0.0242
3	14	14.8006	12.749	0.0649
4	12	14.5959	12.618	0.0045
5	11	17.5837	10.7109	0.052
5	9	12.9233	13.0174	0.0076
3	14	17.8003	15.5831	0.0238
7	13	14.4617	11.4175	0.0309
5	9	18.2509	12.9098	0.0352
4	11	14.3575	13.1182	0.017
1	13	13.2453	12.4831	0.0091
6	9	16.1572	14.122	0.0541
4	14	14.0804	11.7179	0.0666
1	11	13.3622	13.4577	0.0457
2	14	16.7331	11.1391	0.0114
1	12	12.3643	12.2821	0.0041
2	10	16.8723	10.6755	0.0604
5	13	16.1032	12.3779	0.0419
4	13	16.2489	11.095	0.0063
6	13	17.1027	11.5011	0.073
7	9	14.8728	10.5078	0.0556
6	9	15.8748	9.0525	0.0178
1	13	13.0418	13.7199	0.0888
1	9	13.4855	11.5381	0.0471
6	10	17.661	11.9772	0.0815
4	14	15.3814	13.5951	0.091
5	13	13.3985	13.2165	0.0175
4	9	15.9676	11.0332	0.0998
2	9	14.6052	12.764	0.0679
3	11	14.1621	13.29	0.0962
7	9	14.283	10.7543	0.0301
5	9	16.2936	10.8839	0.0635
5	13	14.1388	13.8326	0.0647
4	12	15.6049	14.6523	0.0999
2	9	15.6518	8.7815	0.0819
7	11	15.4624	12.1325	0.0783
3	11	14.4984	12.9851	0.0965
6	13	15.1191	11.6373	0.0015
4	11	14.5036	12.7406	0.0839
6	13	14.2912	13.3319	0.0977
3	13	14.5452	11.7535	0.091
3	9	13.6696	11.0374	0.0765
6	11	16.7367	14.5629	0.0074
2	11	15.7614	11.9637	0.0177
4	13	16.6817	12.2604	0.0963
3	10	15.3561	12.054	0.0584
5	9	11.6408	14.4249	0.0988
6	14	14.0838	12.1364	0.0253
5	13	14.9676	12.3997	0.0231
1	10	15.7679	11.5251	0.0705
